ID,Name,Email,Group,Pattern,Timing,Team,Is_Dropout,PS_Pre_Total,PS_Pre_Skill1,PS_Pre_Skill2,PS_Pre_Skill3,PS_Pre_Skill4,PS_Pre_Q01,PS_Pre_Q02,PS_Pre_Q03,PS_Pre_Q04,PS_Pre_Q05,PS_Pre_Q06,PS_Pre_Q07,PS_Pre_Q08,PS_Pre_Q09,PS_Pre_Q10,PS_Pre_Q11,PS_Pre_Q12,PS_Pre_Q13,PS_Pre_Q14,PS_Pre_Q15,PS_Pre_Q16,PS_Pre_Q17,PS_Pre_Q18,PS_Pre_Q19,PS_Pre_Q20,PS_Pre_Q21,PS_Pre_Q22,PS_Pre_Q23,PS_Pre_Q24,PS_Pre_Q25,PS_Pre_Q26,PS_Pre_Q27,PS_Pre_Q28,PS_Pre_Q29,PS_Pre_Q30,PS_Post_Total,PS_Post_Skill1,PS_Post_Skill2,PS_Post_Skill3,PS_Post_Skill4,PS_Post_Q01,PS_Post_Q02,PS_Post_Q03,PS_Post_Q04,PS_Post_Q05,PS_Post_Q06,PS_Post_Q07,PS_Post_Q08,PS_Post_Q09,PS_Post_Q10,PS_Post_Q11,PS_Post_Q12,PS_Post_Q13,PS_Post_Q14,PS_Post_Q15,PS_Post_Q16,PS_Post_Q17,PS_Post_Q18,PS_Post_Q19,PS_Post_Q20,PS_Post_Q21,PS_Post_Q22,PS_Post_Q23,PS_Post_Q24,PS_Post_Q25,PS_Post_Q26,PS_Post_Q27,PS_Post_Q28,PS_Post_Q29,PS_Post_Q30,Flow_Pre_Total,Flow_Pre_D1,Flow_Pre_D2,Flow_Pre_D3,Flow_Pre_D4,Flow_Pre_D5,Flow_Pre_D6,Flow_Pre_D7,Flow_Pre_D8,Flow_Pre_I01,Flow_Pre_I02,Flow_Pre_I03,Flow_Pre_I04,Flow_Pre_I05,Flow_Pre_I06,Flow_Pre_I07,Flow_Pre_I08,Flow_Pre_I09,Flow_Pre_I10,Flow_Pre_I11,Flow_Pre_I12,Flow_Pre_I13,Flow_Pre_I14,Flow_Pre_I15,Flow_Pre_I16,Flow_Pre_I17,Flow_Pre_I18,Flow_Pre_I19,Flow_Pre_I20,Flow_Pre_I21,Flow_Pre_I22,Flow_Pre_I23,Flow_Pre_I24,Flow_Pre_I25,Flow_Pre_I26,Flow_Pre_I27,Flow_Pre_I28,Flow_Pre_I29,Flow_Pre_I30,Flow_Pre_I31,Flow_Pre_I32,Flow_Pre_I33,Flow_Pre_I34,Flow_Pre_I35,Flow_Pre_I36,Flow_Pre_I37,Flow_Pre_I38,Flow_Pre_I39,Flow_Pre_I40,Flow_Pre_I41,Flow_Pre_I42,Flow_Pre_I43,Flow_Pre_I44,Flow_Pre_I45,Flow_Pre_I46,Flow_Pre_I47,Flow_Pre_I48,Flow_Pre_I49,Flow_Pre_I50,Flow_Pre_I51,Flow_Pre_I52,Flow_Pre_I53,Flow_Pre_I54,Flow_Pre_I55,Flow_Pre_I56,Flow_Post_Total,Flow_Post_D1,Flow_Post_D2,Flow_Post_D3,Flow_Post_D4,Flow_Post_D5,Flow_Post_D6,Flow_Post_D7,Flow_Post_D8,Flow_Post_I01,Flow_Post_I02,Flow_Post_I03,Flow_Post_I04,Flow_Post_I05,Flow_Post_I06,Flow_Post_I07,Flow_Post_I08,Flow_Post_I09,Flow_Post_I10,Flow_Post_I11,Flow_Post_I12,Flow_Post_I13,Flow_Post_I14,Flow_Post_I15,Flow_Post_I16,Flow_Post_I17,Flow_Post_I18,Flow_Post_I19,Flow_Post_I20,Flow_Post_I21,Flow_Post_I22,Flow_Post_I23,Flow_Post_I24,Flow_Post_I25,Flow_Post_I26,Flow_Post_I27,Flow_Post_I28,Flow_Post_I29,Flow_Post_I30,Flow_Post_I31,Flow_Post_I32,Flow_Post_I33,Flow_Post_I34,Flow_Post_I35,Flow_Post_I36,Flow_Post_I37,Flow_Post_I38,Flow_Post_I39,Flow_Post_I40,Flow_Post_I41,Flow_Post_I42,Flow_Post_I43,Flow_Post_I44,Flow_Post_I45,Flow_Post_I46,Flow_Post_I47,Flow_Post_I48,Flow_Post_I49,Flow_Post_I50,Flow_Post_I51,Flow_Post_I52,Flow_Post_I53,Flow_Post_I54,Flow_Post_I55,Flow_Post_I56,Task_M1,Task_M2,Task_M3,Task_M4,Task_M5,Task_Bonus,Task_Total,Task_Percentage,Task_Grade,Late_M1,Late_M2,Late_M3,Late_M4,Late_M5,Late_Count
STD-081,لجين صالح,lujain.saleh.r@gmail.com,1,1,2,0,1,20,5,6,1,8,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,20,4,6,3,7,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,156,19,19,21,20,19,25,15,18,3,2,2,3,2,3,4,4,2,2,3,4,2,2,4,4,2,2,3,3,3,3,3,2,3,3,3,3,2,4,4,3,2,2,2,4,3,3,3,4,5,3,2,2,2,2,4,2,1,4,3,3,2,2,2,2,198,17,20,29,23,27,26,26,30,2,2,4,3,2,2,2,3,3,2,4,2,2,4,5,5,5,4,3,3,4,3,3,3,4,3,4,3,5,5,4,3,4,3,3,5,3,3,4,4,3,4,3,4,4,4,4,4,3,3,5,5,4,4,4,5,73.3,61.1,0.0,0.0,0.0,0.0,134.4,26.9,F,0,0,,,,0
STD-082,غادة نبيل,ghada.nabil.h@gmail.com,1,1,2,0,1,19,4,6,1,8,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,19,4,5,3,7,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,177,23,21,28,22,20,20,21,22,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,227,31,28,23,27,28,28,34,28,5,4,5,4,4,4,5,4,4,4,4,4,4,4,3,3,4,3,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,5,4,4,4,4,4,4,4,60.0,60.8,0.0,0.0,0.0,0.0,120.8,24.2,F,0,0,,,,0
STD-083,رشا أنور,rasha.anwar.m@gmail.com,1,1,2,0,1,20,5,5,2,8,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,22,4,7,3,8,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,130,15,18,12,13,18,20,16,18,2,2,1,2,2,3,3,3,2,3,3,3,2,2,1,2,2,2,2,1,2,2,1,2,2,1,3,2,2,2,3,2,3,3,3,3,3,3,3,2,3,3,2,3,2,2,3,2,2,2,3,3,2,3,3,2,182,24,20,25,26,18,22,25,22,3,4,3,3,4,4,3,3,2,3,3,3,3,3,3,3,4,4,4,3,4,4,4,3,3,4,4,4,2,3,2,2,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,3,4,3,3,3,3,4,2,4,60.8,59.1,0.0,0.0,0.0,0.0,119.9,24.0,F,0,0,,,,0
STD-084,ميار حمدي,mayar.hamdi.s@gmail.com,1,1,2,0,1,23,7,6,2,8,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,26,7,7,4,8,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,176,25,18,19,24,25,26,20,19,4,4,4,3,4,3,3,3,3,2,2,2,3,3,4,2,2,3,3,3,2,4,3,4,4,3,3,3,4,4,3,3,4,3,4,3,4,3,4,4,4,4,3,3,3,4,2,3,2,2,2,2,3,3,4,3,224,30,30,29,29,26,27,29,24,5,3,5,5,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,3,4,4,4,3,4,4,3,3,4,4,4,5,4,4,4,4,4,4,5,4,4,3,3,3,4,4,3,54.8,68.7,0.0,0.0,0.0,0.0,123.5,24.7,F,0,0,,,,0
STD-085,نيرة سامي,nayera.sami.k@gmail.com,2,1,1,0,1,20,6,6,2,6,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,24,6,6,3,9,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,169,22,24,23,19,25,18,23,15,3,3,3,4,3,2,4,4,3,3,4,3,3,4,3,3,4,3,3,3,4,4,3,3,3,2,2,2,4,4,4,4,3,3,3,2,3,3,3,3,2,2,4,3,3,3,4,3,3,2,3,2,2,3,2,1,153,21,18,19,21,23,22,12,17,3,2,4,3,3,3,3,3,2,4,2,2,2,3,2,3,2,3,3,3,3,4,2,4,4,3,2,2,3,3,3,4,3,3,4,3,3,4,4,3,3,2,1,2,2,2,1,2,2,2,3,2,1,3,3,3,36.4,44.6,0.0,0.0,0.0,0.0,81.0,16.2,F,1,1,,,,2
STD-086,إيمان زكي,iman.zaki.f@gmail.com,2,1,1,0,1,21,6,5,3,7,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,23,6,6,4,7,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,166,24,22,16,19,20,24,22,19,4,3,4,4,4,3,2,4,2,3,3,4,3,3,3,1,2,3,1,3,3,3,3,4,3,2,2,2,4,3,3,2,2,3,3,3,4,2,4,4,4,3,4,3,3,4,3,3,2,3,3,3,2,3,3,2,221,28,27,30,32,27,24,29,24,4,5,4,3,4,4,4,4,3,4,4,4,4,4,4,5,5,4,4,4,4,4,5,5,4,4,5,5,4,3,4,3,4,4,5,3,4,4,3,3,3,4,4,5,3,4,5,4,4,4,3,4,3,4,3,3,41.3,28.5,0.0,0.0,0.0,0.0,69.8,14.0,F,1,1,,,,2
STD-087,أسماء حافظ,asmaa.hafez.n@gmail.com,2,1,1,0,1,15,3,4,1,7,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,19,6,4,2,7,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,166,23,21,22,26,19,19,18,18,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,4,4,4,4,3,2,3,3,2,3,3,3,3,2,3,2,3,3,2,2,3,3,2,3,3,2,2,3,3,3,3,2,181,20,20,22,23,27,19,23,27,3,3,2,3,3,3,3,4,2,3,3,3,3,2,4,3,3,2,3,4,3,4,4,3,3,3,3,3,4,4,4,4,4,3,4,3,3,3,2,2,3,3,3,3,4,3,4,3,3,4,4,4,4,3,4,4,43.9,24.8,0.0,0.0,0.0,0.0,68.7,13.7,F,1,1,,,,2
STD-088,دعاء رمضان,doaa.ramadan.y@gmail.com,2,1,1,0,1,25,7,6,3,9,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,26,7,6,4,9,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,150,18,22,16,16,18,19,21,20,2,3,2,2,3,3,3,3,3,3,3,3,4,3,2,2,2,3,2,3,2,2,3,2,2,2,2,3,3,3,3,2,2,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,188,25,22,27,19,27,26,20,22,3,4,4,3,3,4,4,3,3,3,3,3,4,3,4,4,4,4,4,3,4,3,3,3,3,3,2,2,4,4,3,4,5,4,3,4,4,3,4,3,4,4,3,2,3,3,3,3,3,3,3,3,3,3,4,3,40.8,44.4,0.0,0.0,0.0,0.0,85.2,17.0,F,1,1,,,,2
STD-089,سلوى ممدوح,salwa.mamdouh.t@gmail.com,3,2,2,6,1,19,3,6,3,7,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,27,7,7,4,9,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,161,17,19,21,20,24,16,21,23,3,3,2,2,2,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,4,4,2,2,2,3,3,2,2,3,3,3,3,3,3,3,4,3,3,3,3,4,3,238,30,28,26,33,32,25,31,33,4,4,5,5,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,5,5,5,5,4,4,5,5,5,5,5,4,4,4,3,3,4,3,4,4,4,5,4,5,4,4,5,4,5,5,4,4,5,5,5,66.0,74.6,0.0,0.0,0.0,0.0,140.6,28.1,F,0,0,,,,0
STD-090,هند ماهر,hend.maher.g@gmail.com,3,2,2,4,1,21,5,6,3,7,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,26,7,7,4,8,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,156,15,21,21,19,17,21,21,21,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,232,35,35,28,23,28,28,26,29,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,5,4,4,4,4,4,72.2,75.0,0.0,0.0,0.0,0.0,147.2,29.4,F,0,0,,,,0
STD-091,رانيا فريد,rania.farid.z@gmail.com,3,2,2,5,1,24,6,6,4,8,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,25,5,6,5,9,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,205,26,32,23,25,25,23,26,25,5,4,3,4,3,3,4,4,5,5,5,4,4,5,4,4,3,3,3,3,3,4,4,4,3,4,3,3,3,3,4,4,4,4,3,3,3,3,4,4,3,3,3,4,4,4,4,3,4,3,4,4,4,3,4,3,256,34,29,29,33,34,33,34,30,5,4,5,5,5,5,5,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,4,4,5,4,4,5,4,77.6,75.0,0.0,0.0,0.0,0.0,152.6,30.5,F,0,0,,,,0
STD-092,عزة طلعت,azza.talaat.b@gmail.com,3,2,2,1,1,24,6,6,3,9,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,24,7,5,3,9,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,170,20,16,23,26,21,23,22,19,3,3,2,3,3,3,3,3,3,2,2,2,2,2,3,3,4,3,4,3,3,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,4,3,3,3,2,3,3,2,3,3,3,262,33,35,32,34,29,34,32,33,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,4,5,5,5,4,5,5,5,4,4,5,5,4,5,4,5,5,71.9,82.5,0.0,0.0,0.0,0.0,154.4,30.9,F,0,0,,,,0
STD-093,منار شوقي,manar.shawki.r@gmail.com,4,2,1,4,1,20,4,5,3,8,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,23,5,7,2,9,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,173,25,20,17,25,25,22,23,16,4,4,4,3,3,3,4,3,3,2,3,3,2,4,3,2,2,2,3,2,3,3,3,5,4,4,3,3,3,4,3,4,4,3,4,4,4,3,2,4,3,2,3,3,4,3,4,3,3,3,2,3,2,2,2,2,235,31,30,30,26,31,29,26,32,4,5,4,4,5,4,5,4,5,3,5,4,4,5,5,4,5,5,4,3,4,4,3,4,3,4,4,4,3,5,4,4,5,5,5,5,4,5,4,3,5,3,4,3,4,3,3,4,5,4,5,5,4,5,5,4,70.8,79.1,0.0,0.0,0.0,0.0,149.9,30.0,F,0,0,,,,0
STD-094,نادين عصام,nadine.essam.l@gmail.com,4,2,1,2,1,23,6,5,3,9,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,23,6,6,2,9,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,154,19,21,18,20,18,17,19,22,2,4,2,4,3,2,2,4,3,2,2,4,2,4,2,3,2,3,3,3,2,3,2,3,3,4,2,3,2,2,2,2,3,4,3,2,2,4,3,2,2,2,4,2,3,3,2,2,3,3,4,3,2,4,4,2,227,32,25,20,28,25,33,32,32,4,5,5,5,5,4,4,3,3,4,4,4,4,3,3,2,3,3,3,3,3,4,4,4,4,3,4,5,4,3,4,4,4,3,3,5,5,5,5,4,5,4,5,5,5,4,4,5,4,5,5,3,5,5,4,5,41.9,64.0,0.0,0.0,0.0,0.0,105.9,21.2,F,1,1,,,,2
STD-095,شهد كمال,shahd.kamal.w@gmail.com,4,2,1,5,1,26,7,6,4,9,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,22,5,6,2,9,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,116,16,15,14,14,19,15,11,12,2,2,2,2,3,2,3,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,143,16,19,15,18,18,20,23,14,2,2,3,2,2,2,3,2,3,3,3,3,2,3,2,2,2,2,2,3,2,2,3,3,2,3,2,3,3,2,3,3,3,2,2,3,3,3,3,3,3,2,4,2,3,3,3,4,4,2,2,2,2,2,2,2,70.6,81.8,0.0,0.0,0.0,0.0,152.4,30.5,F,0,0,,,,0
STD-096,فاطمة سعيد,fatima.saeed.q@gmail.com,4,2,1,1,1,25,6,6,4,9,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,23,6,7,3,7,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,197,21,21,28,24,26,24,25,28,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,5,5,4,5,3,3,3,3,4,4,3,4,3,3,5,4,4,3,3,4,3,3,3,4,4,4,3,2,4,4,4,3,4,4,4,4,3,4,5,5,3,249,35,29,35,30,29,31,30,30,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,5,4,5,4,5,4,4,4,5,3,4,4,5,4,5,5,4,4,4,4,5,5,4,4,4,4,4,5,4,5,4,4,58.2,73.0,0.0,0.0,0.0,0.0,131.2,26.2,F,1,0,,,,1
